,id,LOCATION,TIME,GENDER,Population (% of total),EDU_TERTIARY_PC_WKGPOP,CPI_AGRWTH,GDP_USD_CAP,GOV_SPEND_EDU,%_Sanitation_Access,Access to Clean Fuels and Technologies for cooking (% of total population) [2.1_ACCESS.CFT.TOT],Access to electricity (% of rural population with access) [1.2_ACCESS.ELECTRICITY.RURAL],Access to electricity (% of total population) [1.1_ACCESS.ELECTRICITY.TOT],Access to electricity (% of urban population with access) [1.3_ACCESS.ELECTRICITY.URBAN],Energy intensity level of primary energy (MJ/2011 USD PPP) [6.1_PRIMARY.ENERGY.INTENSITY],Renewable electricity output (GWh) [4.1.2_REN.ELECTRICITY.OUTPUT],Renewable electricity share of total electricity output (%) [4.1_SHARE.RE.IN.ELECTRICITY],Renewable energy consumption (TJ) [3.1_RE.CONSUMPTION],Renewable energy share of TFEC (%) [2.1_SHARE.TOTAL.RE.IN.TFEC],Total electricity output (GWh) [4.1.1_TOTAL.ELECTRICITY.OUTPUT],Total final energy consumption (TFEC) (TJ) [1.1_TOTAL.FINAL.ENERGY.CONSUM],Population ages 00-04 (as % of specified gender population),Population ages 05-09 (as % of specified gender population),Population ages 10-14 (as % of specified gender population),Population ages 15-19 (as % of specified gender population),Population ages 20-24 (as % of specified gender population),Population ages 25-29 (as % of specified gender population),Population ages 30-34 (as % of specified gender population),Population ages 35-39 (as % of specified gender population),Population ages 40-44 (as % of specified gender population),Population ages 45-49 (as % of specified gender population),Population ages 50-54 (as % of specified gender population),Population ages 55-59 (as % of specified gender population),Population ages 60-64 (as % of specified gender population),Population ages 65-69 (as % of specified gender population),Population ages 70-74 (as % of specified gender population),Population ages 75-79 (as % of specified gender population),Population ages 80 and older (as % of specified gender population),TER_Enrolment_rate,"GNI per capita, Atlas method (current US$)",Quality_of_life_measure,HDI,LIFE_SAT,LIFE_SAT_NORM,LIFE_EXP,Numbeo_QoL,Numbeo_QoL_norm
815,1010,POL,2009,WOMEN,51.63998048,24.428253,3.7953930000000002,19242.28676,4.997139931,93.5,100.0,100.0,100.0,100,5.005002724,8678.0,5.74,224246.6976,8.878320296,151121.0,2525778.414,4.850826077,4.4483190530000005,5.220515085,6.396865357,7.298180952,8.11688812,7.503037119,6.544013355,5.9224719729999995,6.633756353,7.904447682000001,7.319574558999999,5.760347438999999,3.8744256910000003,4.22733431,3.650742746,4.328254128999999,83.62368774,12540,0.49893643600000004,0.8220000000000001,,,75.7,,
816,1011,POL,2010,MEN,48.34955045,18.926443,2.580694,20809.45684,5.052000046,94.3,100.0,100.0,100.0,100,5.151667136,10888.0,6.93,258694.1804,9.511587745,157089.0,2719779.151,5.560106632,4.966389527,5.623908648,6.954376592999999,7.9168468999999995,8.950372642,8.357767296,7.287931288999999,6.393164949,6.716438572,7.974496464,7.244022204,5.5845167589999996,3.226173614,2.958833344,2.2561152819999997,2.028539286,58.59976959,12780,0.46532527100000004,0.8290000000000001,,,75.9,,
817,1012,POL,2010,WOMEN,51.65044955,25.944473000000002,2.580694,20809.45684,5.052000046,94.3,100.0,100.0,100.0,100,5.151667136,10888.0,6.93,258694.1804,9.511587745,157089.0,2719779.151,4.936215698,4.409682992,4.99785998,6.179260887000001,7.0531981770000005,8.050686736,7.645462219,6.737787794,5.945626934,6.354564657999999,7.780622942000001,7.468930817,6.156875555,3.955883669,4.14785898,3.6855016000000003,4.493980362,88.32685852,12780,0.49979489,0.8290000000000001,,,75.9,,
818,1013,POL,2011,MEN,48.33917731,19.445086,4.239401,22576.17938,4.810369968,95.0,100.0,100.0,100.0,100,4.93306577,13137.0,8.05,277224.4955,10.45901335,163118.0,2650579.805,5.73587358,4.970165511,5.4043744579999995,6.685321354,7.684898605,8.826647936,8.522464684,7.483328007999999,6.4572932320000005,6.4824335479999995,7.7457223,7.371878184,5.873203299999999,3.447840268,2.864662664,2.279622616,2.164269753,57.61883926,12950,0.472747838,0.8340000000000001,,,76.1,,
819,1014,POL,2011,WOMEN,51.66082269,27.051256,4.239401,22576.17938,4.810369968,95.0,100.0,100.0,100.0,100,4.93306577,13137.0,8.05,277224.4955,10.45901335,163118.0,2650579.805,5.092121162,4.4120102139999995,4.802187128,5.9417231479999995,6.842797795,7.92478445,7.778837482999999,6.918986426,6.010264123,6.127620781,7.546811456,7.5753916629999996,6.463359926,4.170987836,4.00079972,3.6834472760000003,4.707869412,89.37065125,12950,0.505726649,0.8340000000000001,,,76.1,,
820,1015,POL,2012,MEN,48.32924198,20.423178,3.560371,23542.002959999998,4.8101100919999995,95.7,100.0,100.0,100.0,100,4.698252972,16879.0,10.44,288143.3588,10.9362426,161711.0,2634756.464,5.72241025,5.059624674,5.224146567,6.404101237999999,7.495701058,8.622800498,8.691164537,7.686402166000001,6.591006144,6.329786395,7.432499422,7.503666062000001,6.10974707,3.795456956,2.737115755,2.3106073119999997,2.283763897,57.36532974,13300,0.478905787,0.838,,,76.2,60.63,0.41187767229509387
821,1016,POL,2012,WOMEN,51.67075802,28.530372999999997,3.560371,23542.002959999998,4.8101100919999995,95.7,100.0,100.0,100.0,100,4.698252972,16879.0,10.44,288143.3588,10.9362426,161711.0,2634756.464,5.078112965,4.489948678999999,4.639916682,5.691798884,6.67149522,7.728468616000001,7.909357545,7.102297149,6.139303769,5.977087603999999,7.2313447879999995,7.675687879,6.706764874,4.545224505,3.8109207130000002,3.700071065,4.902199063,88.94992065,13300,0.5112435989999999,0.838,,,76.2,60.63,0.41187767229509387
822,1017,POL,2013,MEN,48.31991971,21.447603,0.9919825999999999,24422.763909999998,4.930870056,96.5,100.0,100.0,100.0,100,4.6351435,17067.0,10.41,294867.4648,11.40019517,164022.0,2586512.4280000003,5.581625506,5.223094582,5.081482213999999,6.120956108,7.326400734,8.36528039,8.83396147,7.891018872999999,6.7749422710000005,6.250699918,7.077787673,7.606162682000001,6.307638742999999,4.209831995,2.628277798,2.33671752,2.384121523,56.07664108,13520,0.48426663799999997,0.85,5.7,0.34375,76.4,90.47,0.52000144938039
823,1018,POL,2013,WOMEN,51.68008029,29.991989,0.9919825999999999,24422.763909999998,4.930870056,96.5,100.0,100.0,100.0,100,4.6351435,17067.0,10.41,294867.4648,11.40019517,164022.0,2586512.4280000003,4.949765016000001,4.633198295,4.510198171,5.4385935320000005,6.518703525,7.485708155,8.012635798,7.28166089,6.31384306,5.8967881879999995,6.87390477,7.74086068,6.898911899,5.010714527,3.6369235539999996,3.7169605110000004,5.08062943,86.85063171,13520,0.513023381,0.85,6.0,0.4375,76.4,90.47,0.52000144938039
824,1019,POL,2014,MEN,48.31154531,22.512486,0.05382131,25288.23081,4.91174984,97.2,100.0,100.0,100.0,100,4.3232059110000005,19843.0,12.52,289827.2003,11.54735557,158508.0,2509901.0640000002,5.4127493179999995,5.413414184,4.989424307,5.853339222000001,7.1384926570000005,8.099834756,8.907041471,8.091932041,6.980951861,6.229972265,6.748270402999999,7.628196153999999,6.48857809,4.608385851,2.610804234,2.337220006,2.461393181,54.24689865,13680,0.503002958,0.852,,,,95.19,0.5371041379810131
825,1020,POL,2014,WOMEN,51.68845469,31.410196000000003,0.05382131,25288.23081,4.91174984,97.2,100.0,100.0,100.0,100,4.3232059110000005,19843.0,12.52,289827.2003,11.54735557,158508.0,2509901.0640000002,4.796365318,4.800093891,4.425483396000001,5.198217641,6.349755762999999,7.237722131,8.053451174,7.452342464,6.506335645,5.872437717,6.537942632000001,7.7263522039999994,7.064196943,5.464285216,3.569346315,3.7052118989999996,5.240459651,82.55194092,13680,0.530477702,0.852,,,,95.19,0.5371041379810131
826,1021,POL,2015,MEN,48.30432836,22.828283,-0.8741259,26270.684269999998,,97.2,,,,,,,,,,,,5.2849371860000005,5.5599732479999995,4.970131074,5.615335366,6.911911527999999,7.858293752000001,8.886434241,8.283867382,7.190545342999999,6.259035636,6.488301784,7.544326213,6.662568294,4.945563559,2.72025851,2.3050290959999997,2.513487787,,13340,0.514839103,0.855,,,,109.74,0.589825349663019
827,1022,POL,2015,WOMEN,51.69567164,32.596737,-0.8741259,26270.684269999998,,97.2,,,,,,,,,,,,4.680007743,4.927926716,4.405766146,4.983756763,6.1462339770000005,7.013005054,8.013006925,7.60999831,6.698447936,5.895281861,6.267190652000001,7.610124691,7.215492605,5.843430286,3.658844647,3.652166677,5.379319012000001,,13340,0.541860885,0.855,,,,109.74,0.589825349663019
828,1023,POL,2016,MEN,48.29825614,23.41297,-0.6647673000000001,27057.65239,,,,,,,,,,,,,,5.058314712,5.642718485,5.032277054,5.411418285,6.670786181,7.656485132,8.793919657,8.476516979,7.409335922,6.344251094,6.287452492000001,7.357471854,6.814976414,5.22784386,2.93180127,2.242661871,2.641768736,,12680,0.52112779,,,,,153.61,0.7487861439234726
829,1024,POL,2016,WOMEN,51.70174386,33.939568,-0.6647673000000001,27057.65239,,,,,,,,,,,,,,4.476881557,4.999978495,4.459773558,4.802029684,5.931835679,6.828070174,7.914461016000001,7.768984832,6.901587512000001,5.9788181620000005,6.064095036,7.405587854,7.3449129,6.154831693999999,3.876649352,3.5282756369999997,5.563226858999999,,12680,0.546965234,,,,,153.61,0.7487861439234726
830,1025,PRT,1998,MEN,48.22094059,7.007293700000001,2.572752,16677.926180000002,,95.5,,100.0,100.0,100,3.818735996,14153.0,36.37,144920.9964,22.434098100000003,38913.0,645985.3913,5.619988407999999,5.627114839,6.431957421,7.661357644,8.3272651,8.05629921,7.582966901,7.386354116000001,6.891985712,6.486425157999999,5.828391096,5.261506713,5.22617738,4.716768775,3.793280199,2.619357123,2.4828042040000002,38.09329987,12170,0.53691462,0.779,,,,,
831,1026,PRT,1998,WOMEN,51.77905941,9.5282602,2.572752,16677.926180000002,,95.5,,100.0,100.0,100,3.818735996,14153.0,36.37,144920.9964,22.434098100000003,38913.0,645985.3913,4.973950397,4.997413935,5.725667249,6.882186531,7.592503776,7.457607234,7.17871451,7.1347955810000006,6.714839616,6.439481463,5.943532214,5.522034575,5.625984815,5.35367241,4.638748942,3.472979612,4.345887141,49.77420044,12170,0.5335612510000001,0.779,,,,,
832,1027,PRT,1999,MEN,48.23319355,7.606062400000001,2.3400950000000003,17723.511319999998,5.0301799769999995,95.8,,100.0,100.0,100,3.944905284,8650.0,20.14,127580.1693,19.02748754,42942.0,670504.5482,5.528351332000001,5.573163413,6.209820661,7.440976818999999,8.215025618,8.124939058999999,7.5782678489999995,7.490171599,6.98123582,6.552656206,5.989720763999999,5.249386573,5.209902083,4.790007449,3.837896466,2.735446879,2.49303141,39.28553009,12240,0.535219119,0.777,,,,,
833,1028,PRT,1999,WOMEN,51.76680645,9.699892,2.3400950000000003,17723.511319999998,5.0301799769999995,95.8,,100.0,100.0,100,3.944905284,8650.0,20.14,127580.1693,19.02748754,42942.0,670504.5482,4.897805812,4.952783668,5.527662853,6.6773837579999995,7.481877443999999,7.517449147000001,7.1525160660000004,7.231283317999999,6.7854475579999995,6.485776095,6.082723785,5.507750941,5.601222663,5.407554501,4.697000832,3.633596097,4.360165462,51.13843918,12240,0.537028004,0.777,,,,,
834,1029,PRT,2000,MEN,48.25485162,7.5791960000000005,2.85303,18883.894,5.180570126,96.2,100.0,100.0,100.0,100,3.8271187939999995,12868.0,29.67,142871.2926,20.11402391,43372.0,710306.8648,5.491748587999999,5.50131463,6.018261133999999,7.217138345,8.083225365,8.144784246,7.592695547000001,7.559174375,7.077810345,6.62854659,6.121766507999999,5.288740368,5.1847146660000005,4.852845057,3.9044660610000004,2.8277460039999998,2.505022172,41.22954941,12140,0.544744321,0.782,,,76.6,,
835,1030,PRT,2000,WOMEN,51.74514838,10.041828,2.85303,18883.894,5.180570126,96.2,100.0,100.0,100.0,100,3.8271187939999995,12868.0,29.67,142871.2926,20.11402391,43372.0,710306.8648,4.862953799,4.8945685039999995,5.356900908,6.470824703,7.354394127000001,7.528872214,7.151809932999999,7.290679485,6.866811017000001,6.541033983999999,6.192227112,5.5384335160000004,5.568200608,5.450867874,4.769490727,3.767412816,4.394518675,55.11281967,12140,0.546859677,0.782,,,76.6,,
836,1031,PRT,2001,MEN,48.28884238,7.606348,4.369903,19556.931669999998,5.3282999989999995,96.5,100.0,100.0,100.0,100,3.782520915,15741.0,34.1,150543.8151,20.82793522,46168.0,722797.5964,5.49918912,5.450221677999999,5.841284153999999,6.965543967,7.95849377,8.199348269,7.673690046,7.587862606,7.167288235,6.6827913389999996,6.209724826,5.35607037,5.118800312,4.843555096,3.940176482,2.874183743,2.6317759869999997,43.04127884,11800,0.5526467979999999,0.7879999999999999,,,,,
837,1032,PRT,2001,WOMEN,51.71115762,10.787923,4.369903,19556.931669999998,5.3282999989999995,96.5,100.0,100.0,100.0,100,3.782520915,15741.0,34.1,150543.8151,20.82793522,46168.0,722797.5964,4.865440928,4.855194723,5.204923162,6.241184497999999,7.230436025,7.566180533,7.204662451,7.299425896,6.9504040929999995,6.583046976,6.268129599,5.601084945,5.505317334,5.438465963,4.810844092,3.832285065,4.5429737160000006,58.83658981,11800,0.556420226,0.7879999999999999,,,,,
838,1033,PRT,2002,MEN,48.33095167,7.3047819,3.600347,20367.7387,5.242330074,96.8,100.0,100.0,100.0,100,3.91043076,9733.0,21.32,135829.4453,18.27982796,45650.0,743056.4749,5.532529983,5.408251326,5.703049097,6.695455677000001,7.79698498,8.214218921,7.79215093,7.578719722000001,7.274432158,6.739972517000001,6.2734867439999995,5.474105344,5.0501750560000005,4.825253074,3.99512395,2.9017966810000004,2.74429384,44.87836838,11730,0.55121093,0.789,,,,,
839,1034,PRT,2002,WOMEN,51.66904833,11.436745,3.600347,20367.7387,5.242330074,96.8,100.0,100.0,100.0,100,3.91043076,9733.0,21.32,135829.4453,18.27982796,45650.0,743056.4749,4.882556965,4.824422903,5.088463104,5.998427026,7.073304883,7.568509982,7.297798355,7.265349282000001,7.055180844,6.625040677,6.320212122,5.7087389,5.441196201,5.4154185539999995,4.865896932,3.8861980810000003,4.683285188,61.51881027,11730,0.556238299,0.789,,,,,
840,1035,PRT,2003,MEN,48.36816448,8.8033485,3.218991,20839.50013,5.283989906,97.1,100.0,100.0,100.0,100,3.8394517919999998,17703.0,38.05,163430.5226,22.09248344,46521.0,739756.2298,5.585769019,5.372360287,5.597853966000001,6.423257826,7.603777758,8.187522105,7.928159031,7.552421662,7.3862881389999995,6.803825231,6.322241074,5.618830122,4.995578053,4.80008974,4.062454534,2.9228617630000002,2.836709693,46.871730799999995,13230,0.551209206,0.792,,,,,
841,1036,PRT,2003,WOMEN,51.63183552,13.026073,3.218991,20839.50013,5.283989906,97.1,100.0,100.0,100.0,100,3.8394517919999998,17703.0,38.05,163430.5226,22.09248344,46521.0,739756.2298,4.913096611,4.799239698,5.001504241,5.756487305,6.887779931,7.533597023,7.410949212,7.211325632,7.165228819,6.671405626,6.356872442,5.838874277,5.391055556,5.382744832999999,4.926763134,3.940317185,4.812758475,63.36463928,13230,0.560472132,0.792,,,,,
842,1037,PRT,2004,MEN,48.38351318,10.231366,2.3653619999999997,21483.23776,5.054629803,97.3,100.0,100.0,100.0,100,3.8781313139999996,12314.0,27.47,148898.0047,19.86932601,44827.0,749386.2885,5.619201939,5.34385537,5.513802272,6.173821306000001,7.387203314,8.124392416000001,8.050029604,7.548257303,7.483258552000001,6.881563676,6.373332726,5.7583671910000005,4.980855698,4.7743752189999995,4.1288636069999995,2.955568416,2.90325139,48.05633926,16120,0.551190787,0.79,,,,,
843,1038,PRT,2004,WOMEN,51.61648682,14.718179999999998,2.3653619999999997,21483.23776,5.054629803,97.3,100.0,100.0,100.0,100,3.8781313139999996,12314.0,27.47,148898.0047,19.86932601,44827.0,749386.2885,4.931398961,4.779696448,4.932668669,5.536000823999999,6.681939967000001,7.464742599,7.5114641760000005,7.178855864,7.255295971000001,6.731072149,6.393403406,5.961316227,5.376606457,5.346483093,4.982628921,4.007879551,4.928546718,63.73986053,16120,0.5641947620000001,0.79,,,,,
844,1039,PRT,2005,MEN,48.36525591,10.642068,2.277164,22739.663819999998,5.059679985,97.6,100.0,100.0,100.0,100,3.943466025,8260.0,17.88,135676.2638,18.07279557,46188.0,750720.9566,5.595504466,5.325727016,5.441340332,5.964007233999999,7.1552862170000004,8.030800734,8.136746992,7.591693218,7.553357659,6.977991592,6.438534537000001,5.875692593999999,5.019590469,4.753648532,4.185581681,3.0116799189999996,2.9428168080000003,48.24608994,18550,0.550596121,0.7929999999999999,,,78.0,,
845,1040,PRT,2005,WOMEN,51.63474409,14.966615,2.277164,22739.663819999998,5.059679985,97.6,100.0,100.0,100.0,100,3.943466025,8260.0,17.88,135676.2638,18.07279557,46188.0,750720.9566,4.911409101,4.766768281,4.873557968,5.35040893,6.46348887,7.36621549,7.577576952,7.194171549,7.30999785,6.810069611,6.439440111000001,6.060030615,5.408184606,5.313547608,5.026722167,4.094136227,5.034274064,63.05002975,18550,0.567508409,0.7929999999999999,,,78.0,,
846,1041,PRT,2006,MEN,48.31007725,11.274374,3.107666,24658.5397,4.915369987,97.9,100.0,100.0,100.0,100,3.6914429539999998,15722.0,32.37,165242.4242,22.33175464,48576.0,739943.7566,5.587281005,5.395574363,5.451092544,5.8041202179999996,6.827056862999999,7.812304415,8.144124651,7.616887447000001,7.5309250720000005,7.04721584,6.498849311,6.003794296000001,5.130793843999999,4.734550645,4.2367812339999995,3.083202089,3.095446162,48.69876099,19330,0.560098953,0.797,,,78.3,,
847,1042,PRT,2006,WOMEN,51.68992275,15.609464000000001,3.107666,24658.5397,4.915369987,97.9,100.0,100.0,100.0,100,3.6914429539999998,15722.0,32.37,165242.4242,22.33175464,48576.0,739943.7566,4.880083561,4.807936768,4.863365508,5.198438359,6.178561579,7.194219788,7.613247925,7.2318536579999995,7.30111677,6.89570399,6.491422781,6.161569759,5.489471186,5.267007927,5.044873188,4.15197221,5.2291550430000004,62.45634079,19330,0.577415373,0.797,,,78.3,,
848,1043,PRT,2007,MEN,48.22345894,11.032199,2.453965,25701.415419999998,4.935070038,98.2,100.0,100.0,100.0,100,3.627036528,16218.0,34.58,175078.2218,23.14813895,46896.0,756338.2187,5.485374876,5.448622599,5.489647036,5.719153691,6.521890526,7.557313752000001,8.10139961,7.704166798999999,7.469880787,7.134272415,6.556184847999999,6.102945781,5.299916332,4.723760015,4.277758259,3.189567035,3.2181456369999997,52.30770111,20770,0.559701868,0.804,,,78.6,,
849,1044,PRT,2007,WOMEN,51.77654106,16.259005,2.453965,25701.415419999998,4.935070038,98.2,100.0,100.0,100.0,100,3.627036528,16218.0,34.58,175078.2218,23.14813895,46896.0,756338.2187,4.791993328,4.82985732,4.878913354,5.102554366000001,5.904039129,6.979383747000001,7.60319482,7.331497063,7.248574195,7.002694448,6.542076451000001,6.24001846,5.622857205,5.23086315,5.048901599,4.239513364,5.403068001,63.58203888,20770,0.575025687,0.804,,,78.6,,
850,1045,PRT,2008,MEN,48.11436207,11.47842,2.588506,26631.498330000002,4.6987900730000005,98.5,100.0,100.0,100.0,100,3.526733381,14638.0,32.19,170104.8984,23.18775147,45471.0,733598.0751,5.308331068,5.46967146,5.547931987999999,5.695048514,6.2643543489999995,7.2772340689999995,7.998846482,7.833467215,7.393951716,7.226133514,6.616204787999999,6.175791761,5.502958037000001,4.739747158999999,4.3079972269999995,3.324618858,3.317711796,56.36616135,22440,0.567170069,0.809,,,78.8,,
851,1046,PRT,2008,WOMEN,51.88563793,17.029045,2.588506,26631.498330000002,4.6987900730000005,98.5,100.0,100.0,100.0,100,3.526733381,14638.0,32.19,170104.8984,23.18775147,45471.0,733598.0751,4.654807958999999,4.820180683,4.914193449,5.052408136,5.661736062999999,6.731393623,7.5380651279999995,7.473761555,7.17932935,7.114320137999999,6.5983717120000005,6.299180971,5.78715879,5.222068972,5.036865995,4.3519080919999995,5.564249384,67.14237213,22440,0.582633095,0.809,,,78.8,,
852,1047,PRT,2009,MEN,47.99552746,11.949241,-0.8355299999999999,26464.48097,5.57638979,98.7,100.0,100.0,100.0,100,3.586701625,18291.0,36.96,181026.2162,24.89454522,49482.0,727172.2163,5.110193925,5.444653262999999,5.610954584,5.711079354,6.072001495,6.987176681,7.8402405029999995,7.953401232,7.345616712000001,7.296580396,6.682150859,6.234648056,5.70083821,4.802334199,4.335267685,3.466060381,3.406802465,57.5476799,22840,0.557649353,0.812,,,79.1,,
853,1048,PRT,2009,WOMEN,52.00447254,17.297442999999998,-0.8355299999999999,26464.48097,5.57638979,98.7,100.0,100.0,100.0,100,3.586701625,18291.0,36.96,181026.2162,24.89454522,49482.0,727172.2163,4.498128966,4.772047012,4.954659042,5.034204582,5.467321934,6.465663563,7.41977715,7.610361772,7.139545966,7.201631171,6.666583694,6.350656224,5.948888112000001,5.256589383000001,5.019305576,4.469593582,5.725042271,68.01091766,22840,0.580239176,0.812,,,79.1,,
854,1049,PRT,2010,MEN,47.87705032,12.255494,1.4025729999999998,27334.809060000003,5.400790215,99.0,100.0,100.0,100.0,100,3.3970789089999998,28353.0,52.81,200638.3677,27.82797309,53691.0,720995.2628,4.950824693,5.361372183,5.66009656,5.751978571,5.947624901,6.7052103139999994,7.636638216000001,8.016832877999999,7.354051033999999,7.327462897999999,6.754014054,6.2901530370000005,5.865056581,4.917413053,4.370591561,3.593280731,3.497398735,60.31370163,22960,0.560146182,0.818,,,79.3,,
855,1050,PRT,2010,WOMEN,52.12294968,18.538366,1.4025729999999998,27334.809060000003,5.400790215,99.0,100.0,100.0,100.0,100,3.3970789089999998,28353.0,52.81,200638.3677,27.82797309,53691.0,720995.2628,4.3590356869999995,4.6825409119999994,4.980831388,5.0387712780000005,5.324346317,6.199694325,7.255417839,7.697576466,7.160070068,7.246502624,6.747718876,6.403573578,6.084372871,5.338016313,5.010836939,4.571704081,5.898990437,71.18919373,22960,0.585578415,0.818,,,79.3,,
856,1051,PRT,2011,MEN,47.75988584,14.522357999999999,3.6530110000000002,26780.130680000002,5.126130104,99.2,100.0,100.0,100.0,100,3.364036468,24115.0,46.48,186850.6751,27.21909939,51888.0,686468.984,4.879159035,5.315662475,5.61211671,5.68128411,5.80531249,6.4827785979999994,7.459635107,8.037015397000001,7.458038937,7.35497754,6.861898714,6.3466508489999995,5.94948021,5.019838826,4.370926439,3.643407568,3.7218169939999997,62.70360184,22660,0.564375916,0.8240000000000001,,,79.5,,
857,1052,PRT,2011,WOMEN,52.24011416,19.913657999999998,3.6530110000000002,26780.130680000002,5.126130104,99.2,100.0,100.0,100.0,100,3.364036468,24115.0,46.48,186850.6751,27.21909939,51888.0,686468.984,4.2933087169999995,4.622493372,4.944615835,5.017850052,5.215627479,5.9900365429999995,7.076785492000001,7.707446506,7.239828461,7.258492827,6.846939945,6.450556364,6.163654786,5.428718335,4.99351071,4.588893908999999,6.161240669,74.52227020000001,22660,0.600711336,0.8240000000000001,,,79.5,,
858,1053,PRT,2012,MEN,47.64369184,15.575830999999999,2.773339,26454.22685,4.958119869,99.5,100.0,100.0,100.0,100,3.2894453830000003,19370.0,42.5,161008.0414,25.51744745,45576.0,630972.3639,4.805761058,5.270040666,5.57391402,5.62921421,5.6869739489999995,6.259572903,7.254639127000001,7.994051064,7.618949955,7.339493579,6.991626028,6.412997211,6.0082029939999995,5.166818934,4.376629203,3.67373364,3.937381461,62.97792816,21150,0.550151149,0.8270000000000001,,,79.7,105.1,0.5730125371403725
859,1054,PRT,2012,WOMEN,52.35630816,21.41597,2.773339,26454.22685,4.958119869,99.5,100.0,100.0,100.0,100,3.2894453830000003,19370.0,42.5,161008.0414,25.51744745,45576.0,630972.3639,4.203831773,4.567623692,4.897067012,5.011068985,5.136045182,5.791123333,6.874033776,7.663546172999999,7.376357225,7.225118698999999,6.969931889,6.504104955,6.220237155,5.561025621000001,4.991322601999999,4.589084798,6.418477127999999,74.3411026,21150,0.591836861,0.8270000000000001,,,79.7,105.1,0.5730125371403725
860,1055,PRT,2013,MEN,47.53558052,15.417459,0.2744167,27899.47614,5.286230087,99.6,100.0,100.0,100.0,100,3.339425067,29471.0,58.32,187927.8197,30.1852939,50534.0,622580.7188,4.742635966,5.219037685,5.545071427000001,5.596626162000001,5.588593215,6.041155865,7.027489864,7.894848323,7.80220966,7.3084232039999995,7.126083298999999,6.489941831,6.051746567,5.33659447,4.397259206,3.697353723,4.134929532,61.57305908,21340,0.5488898170000001,0.8370000000000001,4.9,0.09375,79.9,119.76,0.6261323284295963
861,1056,PRT,2013,WOMEN,52.46441948,23.073732,0.2744167,27899.47614,5.286230087,99.6,100.0,100.0,100.0,100,3.339425067,29471.0,58.32,187927.8197,30.1852939,50534.0,622580.7188,4.10717758,4.515992484,4.840618313999999,5.010988032,5.080330861,5.607263942,6.654793291,7.570770422000001,7.536859425,7.174031672000001,7.097102773,6.566657287999999,6.261621261,5.714718169,5.0083265710000004,4.583542901,6.669205012999999,70.93895721,21340,0.593940504,0.8370000000000001,5.1,0.15625,79.9,119.76,0.6261323284295963
862,1057,PRT,2014,MEN,47.44459471,17.184139000000002,-0.2781534,28746.525810000003,5.125589848,99.7,100.0,100.0,100.0,100,3.254304653,31560.0,60.74,188445.1396,30.49879177,51959.0,617877.3933,4.681543753,5.161696925,5.524418487999999,5.5811012810000005,5.506262281000001,5.836797841,6.787925437999999,7.757853365,7.9533848439999995,7.309362846,7.239475539,6.580840007999999,6.099640137000001,5.497586753999999,4.450525141,3.728242242,4.303343117,60.85480881,21260,0.5643421439999999,0.841,,,,124.71,0.6440684107544025
863,1058,PRT,2014,WOMEN,52.55540529,25.902826,-0.2781534,28746.525810000003,5.125589848,99.7,100.0,100.0,100.0,100,3.254304653,31560.0,60.74,188445.1396,30.49879177,51959.0,617877.3933,4.011223372,4.462782195,4.783034617,5.007305804,5.041140916,5.444709121,6.430960835,7.443342996,7.669104236,7.1524736970000005,7.19908329,6.642911826000001,6.303288711,5.86017958,5.055078365,4.589291351,6.904089087999999,70.37529755,21260,0.606668855,0.841,,,,124.71,0.6440684107544025
864,1059,PRT,2015,MEN,47.37712271,18.444221,0.48793859999999994,29532.328410000002,,99.7,,,,,,,,,,,,4.611800563,5.099344242,5.50765321,5.579027255,5.44128325,5.65406826,6.543680996,7.595835305,8.037268475,7.370651512,7.317004486,6.687806727999999,6.16405941,5.631499232,4.546747467,3.77255282,4.439716788999999,58.02621841,20440,0.5671642570000001,0.843,,,,129.16,0.6601927675918544
865,1060,PRT,2015,WOMEN,52.62287729,26.917894,0.48793859999999994,29532.328410000002,,99.7,,,,,,,,,,,,3.917377034,4.400733608,4.730656389,4.993438207,5.0140675,5.307930057,6.212135168,7.291917275,7.7400161789999995,7.188843765,7.259486785,6.7351269810000005,6.3555917520000005,5.979394417999999,5.138353979,4.615453366000001,7.119477537000001,65.69590759,20440,0.611267474,0.843,,,,129.16,0.6601927675918544
866,1061,PRT,2016,MEN,47.33785284,19.392345000000002,0.6073970999999999,30606.4857,,,,,,,,,,,,,,4.528926987,5.016960281999999,5.460326952000001,5.593552852,5.456090446,5.559171975,6.337854039,7.420199906000001,8.054107517,7.47179159,7.3394618739999995,6.791404618,6.212103128,5.705127761,4.6394020330000005,3.768392649,4.64512539,,19880,0.574330495,,,,,181.18,0.8486846872961809
867,1062,PRT,2016,WOMEN,52.66214716,27.933044,0.6073970999999999,30606.4857,,,,,,,,,,,,,,3.815726405,4.333126691,4.682124717,4.97200436,5.012063519,5.212139608999999,6.012443971000001,7.124213784,7.763128071000001,7.2821069210000005,7.284084247000001,6.846875514,6.413108792,6.064037531,5.229789074,4.598381302,7.354645489,,19880,0.618196844,,,,,181.18,0.8486846872961809
